metric	aggregation	train_set	train_size	growth_factor	test_set	run	measure	value
cer	std	libri	100.0	1.0	dev-clean	final	deletion_errors	0.8212560736223132
cer	min	libri	100.0	1.0	dev-clean	final	deletion_errors	0.9
cer	25%	libri	100.0	1.0	dev-clean	final	deletion_errors	1.275
cer	50%	libri	100.0	1.0	dev-clean	final	deletion_errors	1.65
cer	75%	libri	100.0	1.0	dev-clean	final	deletion_errors	2.025
cer	max	libri	100.0	1.0	dev-clean	final	deletion_errors	4.6
cer	count	libri	0.1	0.5	dev-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	0.5	dev-clean	final	deletion_errors	0.08
cer	std	libri	0.1	0.5	dev-clean	final	deletion_errors	0.2623366402554415
cer	min	libri	0.1	0.5	dev-clean	final	deletion_errors	0.0
cer	25%	libri	0.1	0.5	dev-clean	final	deletion_errors	0.0
cer	50%	libri	0.1	0.5	dev-clean	final	deletion_errors	0.0
cer	75%	libri	0.1	0.5	dev-clean	final	deletion_errors	0.025
cer	max	libri	0.1	0.5	dev-clean	final	deletion_errors	1.6
cer	count	libri	100.0	8.0	ood	final	deletion_errors	2958.0
cer	mean	libri	100.0	8.0	ood	final	deletion_errors	5.424306964164966
cer	std	libri	100.0	8.0	ood	final	deletion_errors	4.399205293362368
cer	min	libri	100.0	8.0	ood	final	deletion_errors	0.0
cer	25%	libri	100.0	8.0	ood	final	deletion_errors	2.1
cer	50%	libri	100.0	8.0	ood	final	deletion_errors	5.0
cer	75%	libri	100.0	8.0	ood	final	deletion_errors	8.3
cer	max	libri	100.0	8.0	ood	final	deletion_errors	25.5
cer	count	libri	10.0	2.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	2.0	test-clean	final	deletion_errors	9.2075
cer	std	libri	10.0	2.0	test-clean	final	deletion_errors	1.6371312464029015
cer	min	libri	10.0	2.0	test-clean	final	deletion_errors	6.2
cer	25%	libri	10.0	2.0	test-clean	final	deletion_errors	8.075
cer	50%	libri	10.0	2.0	test-clean	final	deletion_errors	9.2
cer	75%	libri	10.0	2.0	test-clean	final	deletion_errors	10.175
cer	max	libri	10.0	2.0	test-clean	final	deletion_errors	14.0
cer	count	libri	0.1	0.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	0.0	test-clean	final	deletion_errors	0.0725
cer	std	libri	0.1	0.0	test-clean	final	deletion_errors	0.2099908422911672
cer	min	libri	0.1	0.0	test-clean	final	deletion_errors	0.0
cer	25%	libri	0.1	0.0	test-clean	final	deletion_errors	0.0
cer	50%	libri	0.1	0.0	test-clean	final	deletion_errors	0.0
cer	75%	libri	0.1	0.0	test-clean	final	deletion_errors	0.0
cer	max	libri	0.1	0.0	test-clean	final	deletion_errors	1.1
cer	count	libri	100.0	1.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	100.0	1.0	test-clean	final	deletion_errors	1.895
cer	std	libri	100.0	1.0	test-clean	final	deletion_errors	0.8320348858563873
cer	min	libri	100.0	1.0	test-clean	final	deletion_errors	0.6
cer	25%	libri	100.0	1.0	test-clean	final	deletion_errors	1.3749999999999998
cer	50%	libri	100.0	1.0	test-clean	final	deletion_errors	1.7
cer	75%	libri	100.0	1.0	test-clean	final	deletion_errors	2.425
cer	max	libri	100.0	1.0	test-clean	final	deletion_errors	4.4
cer	count	libri	10.0	0.0	dev-clean	extended	deletion_errors	40.0
cer	mean	libri	10.0	0.0	dev-clean	extended	deletion_errors	5.85
cer	std	libri	10.0	0.0	dev-clean	extended	deletion_errors	1.7464983281573476
cer	min	libri	10.0	0.0	dev-clean	extended	deletion_errors	3.2
cer	25%	libri	10.0	0.0	dev-clean	extended	deletion_errors	4.7
cer	50%	libri	10.0	0.0	dev-clean	extended	deletion_errors	5.6
cer	75%	libri	10.0	0.0	dev-clean	extended	deletion_errors	6.824999999999998
cer	max	libri	10.0	0.0	dev-clean	extended	deletion_errors	10.3
cer	count	libri	10.0	8.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	8.0	test-clean	final	deletion_errors	13.532500000000002
cer	std	libri	10.0	8.0	test-clean	final	deletion_errors	3.316345494048748
cer	min	libri	10.0	8.0	test-clean	final	deletion_errors	6.3
cer	25%	libri	10.0	8.0	test-clean	final	deletion_errors	11.45
cer	50%	libri	10.0	8.0	test-clean	final	deletion_errors	13.45
cer	75%	libri	10.0	8.0	test-clean	final	deletion_errors	15.05
cer	max	libri	10.0	8.0	test-clean	final	deletion_errors	22.1
cer	count	libri	100.0	2.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	100.0	2.0	test-clean	final	deletion_errors	1.8725000000000005
cer	std	libri	100.0	2.0	test-clean	final	deletion_errors	0.8246172383255094
cer	min	libri	100.0	2.0	test-clean	final	deletion_errors	0.7
cer	25%	libri	100.0	2.0	test-clean	final	deletion_errors	1.3
cer	50%	libri	100.0	2.0	test-clean	final	deletion_errors	1.75
cer	75%	libri	100.0	2.0	test-clean	final	deletion_errors	2.3
cer	max	libri	100.0	2.0	test-clean	final	deletion_errors	4.4
cer	count	libri	1.0	2.0	ood	final	deletion_errors	2958.0
cer	mean	libri	1.0	2.0	ood	final	deletion_errors	8.196788370520581
cer	std	libri	1.0	2.0	ood	final	deletion_errors	5.993327918321349
cer	min	libri	1.0	2.0	ood	final	deletion_errors	0.0
cer	25%	libri	1.0	2.0	ood	final	deletion_errors	4.0
cer	50%	libri	1.0	2.0	ood	final	deletion_errors	7.1
cer	75%	libri	1.0	2.0	ood	final	deletion_errors	11.4
cer	max	libri	1.0	2.0	ood	final	deletion_errors	41.9
cer	count	libri	1.0	2.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	1.0	2.0	test-clean	final	deletion_errors	12.307500000000005
cer	std	libri	1.0	2.0	test-clean	final	deletion_errors	2.9753161866020914
cer	min	libri	1.0	2.0	test-clean	final	deletion_errors	5.5
cer	25%	libri	1.0	2.0	test-clean	final	deletion_errors	10.675
cer	50%	libri	1.0	2.0	test-clean	final	deletion_errors	12.35
cer	75%	libri	1.0	2.0	test-clean	final	deletion_errors	14.2
cer	max	libri	1.0	2.0	test-clean	final	deletion_errors	18.0
cer	count	libri	100.0	0.0	ood	final	deletion_errors	2958.0
cer	mean	libri	100.0	0.0	ood	final	deletion_errors	14.044827586206909
cer	std	libri	100.0	0.0	ood	final	deletion_errors	10.523902867911652
cer	min	libri	100.0	0.0	ood	final	deletion_errors	0.0
cer	25%	libri	100.0	0.0	ood	final	deletion_errors	7.1
cer	50%	libri	100.0	0.0	ood	final	deletion_errors	11.8
cer	75%	libri	100.0	0.0	ood	final	deletion_errors	18.075000000000006
cer	max	libri	100.0	0.0	ood	final	deletion_errors	100.0
cer	count	libri	1.0	8.0	ood	final	deletion_errors	2958.0
cer	mean	libri	1.0	8.0	ood	final	deletion_errors	4.2716700473292635
cer	std	libri	1.0	8.0	ood	final	deletion_errors	3.6789986079792047
cer	min	libri	1.0	8.0	ood	final	deletion_errors	0.0
cer	25%	libri	1.0	8.0	ood	final	deletion_errors	1.4
cer	50%	libri	1.0	8.0	ood	final	deletion_errors	3.8
cer	75%	libri	1.0	8.0	ood	final	deletion_errors	6.3
cer	max	libri	1.0	8.0	ood	final	deletion_errors	25.6
cer	count	libri	10.0	0.5	dev-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	0.5	dev-clean	final	deletion_errors	4.942499999999999
cer	std	libri	10.0	0.5	dev-clean	final	deletion_errors	1.4005287463064688
cer	min	libri	10.0	0.5	dev-clean	final	deletion_errors	2.7
cer	25%	libri	10.0	0.5	dev-clean	final	deletion_errors	3.9
cer	50%	libri	10.0	0.5	dev-clean	final	deletion_errors	4.699999999999998
cer	75%	libri	10.0	0.5	dev-clean	final	deletion_errors	5.575
cer	max	libri	10.0	0.5	dev-clean	final	deletion_errors	8.7
cer	count	libri	10.0	0.0	test-clean	extended	deletion_errors	40.0
cer	mean	libri	10.0	0.0	test-clean	extended	deletion_errors	5.64
cer	std	libri	10.0	0.0	test-clean	extended	deletion_errors	1.917637435318088
cer	min	libri	10.0	0.0	test-clean	extended	deletion_errors	2.2
cer	25%	libri	10.0	0.0	test-clean	extended	deletion_errors	4.325
cer	50%	libri	10.0	0.0	test-clean	extended	deletion_errors	5.8
cer	75%	libri	10.0	0.0	test-clean	extended	deletion_errors	6.824999999999998
cer	max	libri	10.0	0.0	test-clean	extended	deletion_errors	12.0
cer	count	libri	1.0	8.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	1.0	8.0	dev-clean	final	deletion_errors	10.8725
cer	std	libri	1.0	8.0	dev-clean	final	deletion_errors	2.580199505305643
cer	min	libri	1.0	8.0	dev-clean	final	deletion_errors	5.7
cer	25%	libri	1.0	8.0	dev-clean	final	deletion_errors	8.7
cer	50%	libri	1.0	8.0	dev-clean	final	deletion_errors	10.75
cer	75%	libri	1.0	8.0	dev-clean	final	deletion_errors	12.925
cer	max	libri	1.0	8.0	dev-clean	final	deletion_errors	15.7
cer	count	libri	1.0	1.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	1.0	1.0	test-clean	final	deletion_errors	15.740000000000006
cer	std	libri	1.0	1.0	test-clean	final	deletion_errors	4.276758897420647
cer	min	libri	1.0	1.0	test-clean	final	deletion_errors	7.3
cer	25%	libri	1.0	1.0	test-clean	final	deletion_errors	12.9
cer	50%	libri	1.0	1.0	test-clean	final	deletion_errors	15.65
cer	75%	libri	1.0	1.0	test-clean	final	deletion_errors	18.9
cer	max	libri	1.0	1.0	test-clean	final	deletion_errors	25.5
cer	count	libri	1.0	8.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	1.0	8.0	test-clean	final	deletion_errors	9.920000000000003
cer	std	libri	1.0	8.0	test-clean	final	deletion_errors	2.405037448399739
cer	min	libri	1.0	8.0	test-clean	final	deletion_errors	3.9
cer	25%	libri	1.0	8.0	test-clean	final	deletion_errors	9.125
cer	50%	libri	1.0	8.0	test-clean	final	deletion_errors	10.1
cer	75%	libri	1.0	8.0	test-clean	final	deletion_errors	11.025
cer	max	libri	1.0	8.0	test-clean	final	deletion_errors	15.5
cer	count	libri	1.0	0.5	dev-clean	final	deletion_errors	40.0
cer	mean	libri	1.0	0.5	dev-clean	final	deletion_errors	14.950000000000005
cer	std	libri	1.0	0.5	dev-clean	final	deletion_errors	4.512205669071389
cer	min	libri	1.0	0.5	dev-clean	final	deletion_errors	7.1
cer	25%	libri	1.0	0.5	dev-clean	final	deletion_errors	12.9
cer	50%	libri	1.0	0.5	dev-clean	final	deletion_errors	14.35
cer	75%	libri	1.0	0.5	dev-clean	final	deletion_errors	15.825
cer	max	libri	1.0	0.5	dev-clean	final	deletion_errors	35.4
cer	count	libri	10.0	-1.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	-1.0	dev-clean	final	deletion_errors	8.662500000000001
cer	std	libri	10.0	-1.0	dev-clean	final	deletion_errors	3.5033088754666037
cer	min	libri	10.0	-1.0	dev-clean	final	deletion_errors	3.8
cer	25%	libri	10.0	-1.0	dev-clean	final	deletion_errors	6.8
cer	50%	libri	10.0	-1.0	dev-clean	final	deletion_errors	7.6
cer	75%	libri	10.0	-1.0	dev-clean	final	deletion_errors	9.8
cer	max	libri	10.0	-1.0	dev-clean	final	deletion_errors	24.9
cer	count	libri	10.0	8.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	8.0	dev-clean	final	deletion_errors	14.652499999999998
cer	std	libri	10.0	8.0	dev-clean	final	deletion_errors	3.7702606520790285
cer	min	libri	10.0	8.0	dev-clean	final	deletion_errors	8.2
cer	25%	libri	10.0	8.0	dev-clean	final	deletion_errors	11.6
cer	50%	libri	10.0	8.0	dev-clean	final	deletion_errors	14.25
cer	75%	libri	10.0	8.0	dev-clean	final	deletion_errors	17.724999999999994
cer	max	libri	10.0	8.0	dev-clean	final	deletion_errors	24.5
cer	count	libri	10.0	1.0	test-clean	extended	deletion_errors	40.0
cer	mean	libri	10.0	1.0	test-clean	extended	deletion_errors	4.6525
cer	std	libri	10.0	1.0	test-clean	extended	deletion_errors	1.5713765808915314
cer	min	libri	10.0	1.0	test-clean	extended	deletion_errors	1.8
cer	25%	libri	10.0	1.0	test-clean	extended	deletion_errors	3.4
cer	50%	libri	10.0	1.0	test-clean	extended	deletion_errors	4.65
cer	75%	libri	10.0	1.0	test-clean	extended	deletion_errors	5.7250000000000005
cer	max	libri	10.0	1.0	test-clean	extended	deletion_errors	9.7
cer	count	libri	10.0	1.0	ood	final	deletion_errors	2958.0
cer	mean	libri	10.0	1.0	ood	final	deletion_errors	12.836950642325856
cer	std	libri	10.0	1.0	ood	final	deletion_errors	9.108338115773158
cer	min	libri	10.0	1.0	ood	final	deletion_errors	0.0
cer	25%	libri	10.0	1.0	ood	final	deletion_errors	7.1
cer	50%	libri	10.0	1.0	ood	final	deletion_errors	11.4
cer	75%	libri	10.0	1.0	ood	final	deletion_errors	16.3
cer	max	libri	10.0	1.0	ood	final	deletion_errors	100.0
cer	count	libri	1.0	-1.0	ood	final	deletion_errors	2958.0
cer	mean	libri	1.0	-1.0	ood	final	deletion_errors	0.4810682893847192
cer	std	libri	1.0	-1.0	ood	final	deletion_errors	1.3252088514269862
cer	min	libri	1.0	-1.0	ood	final	deletion_errors	0.0
cer	25%	libri	1.0	-1.0	ood	final	deletion_errors	0.0
cer	50%	libri	1.0	-1.0	ood	final	deletion_errors	0.0
cer	75%	libri	1.0	-1.0	ood	final	deletion_errors	0.0
cer	max	libri	1.0	-1.0	ood	final	deletion_errors	13.3
cer	count	libri	10.0	2.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	2.0	dev-clean	final	deletion_errors	9.437500000000002
cer	std	libri	10.0	2.0	dev-clean	final	deletion_errors	1.5083846853420249
cer	min	libri	10.0	2.0	dev-clean	final	deletion_errors	6.7
cer	25%	libri	10.0	2.0	dev-clean	final	deletion_errors	8.5
cer	50%	libri	10.0	2.0	dev-clean	final	deletion_errors	9.45
cer	75%	libri	10.0	2.0	dev-clean	final	deletion_errors	10.525
cer	max	libri	10.0	2.0	dev-clean	final	deletion_errors	12.7
cer	count	libri	100.0	-1.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	100.0	-1.0	test-clean	final	deletion_errors	4.389999999999999
cer	std	libri	100.0	-1.0	test-clean	final	deletion_errors	1.447686040478001
cer	min	libri	100.0	-1.0	test-clean	final	deletion_errors	2.0
cer	25%	libri	100.0	-1.0	test-clean	final	deletion_errors	3.1
cer	50%	libri	100.0	-1.0	test-clean	final	deletion_errors	4.75
cer	75%	libri	100.0	-1.0	test-clean	final	deletion_errors	5.2
cer	max	libri	100.0	-1.0	test-clean	final	deletion_errors	8.6
cer	count	libri	0.1	1.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	1.0	test-clean	final	deletion_errors	9.09
cer	std	libri	0.1	1.0	test-clean	final	deletion_errors	4.596754708068927
cer	min	libri	0.1	1.0	test-clean	final	deletion_errors	3.7
cer	25%	libri	0.1	1.0	test-clean	final	deletion_errors	6.375000000000001
cer	50%	libri	0.1	1.0	test-clean	final	deletion_errors	7.5
cer	75%	libri	0.1	1.0	test-clean	final	deletion_errors	10.6
cer	max	libri	0.1	1.0	test-clean	final	deletion_errors	29.1
cer	count	libri	1.0	1.0	ood	final	deletion_errors	2958.0
cer	mean	libri	1.0	1.0	ood	final	deletion_errors	14.554665314401614
cer	std	libri	1.0	1.0	ood	final	deletion_errors	12.279734544903285
cer	min	libri	1.0	1.0	ood	final	deletion_errors	0.0
cer	25%	libri	1.0	1.0	ood	final	deletion_errors	5.3
cer	50%	libri	1.0	1.0	ood	final	deletion_errors	11.6
cer	75%	libri	1.0	1.0	ood	final	deletion_errors	20.8
cer	max	libri	1.0	1.0	ood	final	deletion_errors	100.0
cer	count	libri	100.0	-1.0	ood	final	deletion_errors	2958.0
cer	mean	libri	100.0	-1.0	ood	final	deletion_errors	12.233806626098705
cer	std	libri	100.0	-1.0	ood	final	deletion_errors	7.720027390331625
cer	min	libri	100.0	-1.0	ood	final	deletion_errors	0.0
cer	25%	libri	100.0	-1.0	ood	final	deletion_errors	7.0
cer	50%	libri	100.0	-1.0	ood	final	deletion_errors	10.9
cer	75%	libri	100.0	-1.0	ood	final	deletion_errors	15.8
cer	max	libri	100.0	-1.0	ood	final	deletion_errors	100.0
cer	count	libri	10.0	-1.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	-1.0	test-clean	final	deletion_errors	9.245000000000003
cer	std	libri	10.0	-1.0	test-clean	final	deletion_errors	3.7308794591170513
cer	min	libri	10.0	-1.0	test-clean	final	deletion_errors	2.7
cer	25%	libri	10.0	-1.0	test-clean	final	deletion_errors	6.475
cer	50%	libri	10.0	-1.0	test-clean	final	deletion_errors	8.75
cer	75%	libri	10.0	-1.0	test-clean	final	deletion_errors	10.75
cer	max	libri	10.0	-1.0	test-clean	final	deletion_errors	19.7
cer	count	libri	0.1	1.0	ood	final	deletion_errors	2958.0
cer	mean	libri	0.1	1.0	ood	final	deletion_errors	19.534077079107547
cer	std	libri	0.1	1.0	ood	final	deletion_errors	24.637393221515463
cer	min	libri	0.1	1.0	ood	final	deletion_errors	0.0
cer	25%	libri	0.1	1.0	ood	final	deletion_errors	2.9
cer	50%	libri	0.1	1.0	ood	final	deletion_errors	9.5
cer	75%	libri	0.1	1.0	ood	final	deletion_errors	24.375
cer	max	libri	0.1	1.0	ood	final	deletion_errors	97.2
cer	count	libri	0.1	-1.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	-1.0	test-clean	final	deletion_errors	3.4975
cer	std	libri	0.1	-1.0	test-clean	final	deletion_errors	2.9608979493840484
cer	min	libri	0.1	-1.0	test-clean	final	deletion_errors	0.3
cer	25%	libri	0.1	-1.0	test-clean	final	deletion_errors	1.75
cer	50%	libri	0.1	-1.0	test-clean	final	deletion_errors	3.15
cer	75%	libri	0.1	-1.0	test-clean	final	deletion_errors	4.324999999999998
cer	max	libri	0.1	-1.0	test-clean	final	deletion_errors	16.8
cer	count	libri	0.1	2.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	2.0	test-clean	final	deletion_errors	14.977499999999996
cer	std	libri	0.1	2.0	test-clean	final	deletion_errors	4.840400889309764
cer	min	libri	0.1	2.0	test-clean	final	deletion_errors	4.9
cer	25%	libri	0.1	2.0	test-clean	final	deletion_errors	12.525
cer	50%	libri	0.1	2.0	test-clean	final	deletion_errors	14.7
cer	75%	libri	0.1	2.0	test-clean	final	deletion_errors	18.725
cer	max	libri	0.1	2.0	test-clean	final	deletion_errors	25.4
cer	count	libri	100.0	8.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	100.0	8.0	test-clean	final	deletion_errors	12.87
cer	std	libri	100.0	8.0	test-clean	final	deletion_errors	2.738256978819059
cer	min	libri	100.0	8.0	test-clean	final	deletion_errors	6.2
cer	25%	libri	100.0	8.0	test-clean	final	deletion_errors	11.675
cer	50%	libri	100.0	8.0	test-clean	final	deletion_errors	12.95
cer	75%	libri	100.0	8.0	test-clean	final	deletion_errors	14.925
cer	max	libri	100.0	8.0	test-clean	final	deletion_errors	19.9
cer	count	libri	0.1	8.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	8.0	dev-clean	final	deletion_errors	9.8875
cer	std	libri	0.1	8.0	dev-clean	final	deletion_errors	3.2958550114363736
cer	min	libri	0.1	8.0	dev-clean	final	deletion_errors	3.9
cer	25%	libri	0.1	8.0	dev-clean	final	deletion_errors	7.15
cer	50%	libri	0.1	8.0	dev-clean	final	deletion_errors	9.7
cer	75%	libri	0.1	8.0	dev-clean	final	deletion_errors	12.825
cer	max	libri	0.1	8.0	dev-clean	final	deletion_errors	16.2
cer	count	libri	100.0	0.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	100.0	0.0	test-clean	final	deletion_errors	2.6375
cer	std	libri	100.0	0.0	test-clean	final	deletion_errors	1.1524082921407983
cer	min	libri	100.0	0.0	test-clean	final	deletion_errors	0.8
cer	25%	libri	100.0	0.0	test-clean	final	deletion_errors	1.8
cer	50%	libri	100.0	0.0	test-clean	final	deletion_errors	2.45
cer	75%	libri	100.0	0.0	test-clean	final	deletion_errors	3.2
cer	max	libri	100.0	0.0	test-clean	final	deletion_errors	6.6
cer	count	libri	0.1	2.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	2.0	dev-clean	final	deletion_errors	18.009999999999994
cer	std	libri	0.1	2.0	dev-clean	final	deletion_errors	8.061615286382812
cer	min	libri	0.1	2.0	dev-clean	final	deletion_errors	6.4
cer	25%	libri	0.1	2.0	dev-clean	final	deletion_errors	13.0
cer	50%	libri	0.1	2.0	dev-clean	final	deletion_errors	17.8
cer	75%	libri	0.1	2.0	dev-clean	final	deletion_errors	20.725
cer	max	libri	0.1	2.0	dev-clean	final	deletion_errors	57.4
cer	count	libri	0.1	2.0	ood	final	deletion_errors	2958.0
cer	mean	libri	0.1	2.0	ood	final	deletion_errors	16.42778904665316
cer	std	libri	0.1	2.0	ood	final	deletion_errors	19.553672618322
cer	min	libri	0.1	2.0	ood	final	deletion_errors	0.0
cer	25%	libri	0.1	2.0	ood	final	deletion_errors	4.5
cer	50%	libri	0.1	2.0	ood	final	deletion_errors	11.1
cer	75%	libri	0.1	2.0	ood	final	deletion_errors	19.775
cer	max	libri	0.1	2.0	ood	final	deletion_errors	95.9
cer	count	libri	0.1	-1.0	ood	final	deletion_errors	2958.0
cer	mean	libri	0.1	-1.0	ood	final	deletion_errors	14.395841784989868
cer	std	libri	0.1	-1.0	ood	final	deletion_errors	22.887801788244875
cer	min	libri	0.1	-1.0	ood	final	deletion_errors	0.0
cer	25%	libri	0.1	-1.0	ood	final	deletion_errors	0.0
cer	50%	libri	0.1	-1.0	ood	final	deletion_errors	5.0
cer	75%	libri	0.1	-1.0	ood	final	deletion_errors	14.6
cer	max	libri	0.1	-1.0	ood	final	deletion_errors	95.9
cer	count	libri	10.0	1.0	dev-clean	extended	deletion_errors	40.0
cer	mean	libri	10.0	1.0	dev-clean	extended	deletion_errors	4.707499999999999
cer	std	libri	10.0	1.0	dev-clean	extended	deletion_errors	1.470110322041975
cer	min	libri	10.0	1.0	dev-clean	extended	deletion_errors	2.5
cer	25%	libri	10.0	1.0	dev-clean	extended	deletion_errors	3.6
cer	50%	libri	10.0	1.0	dev-clean	extended	deletion_errors	4.45
cer	75%	libri	10.0	1.0	dev-clean	extended	deletion_errors	5.5
cer	max	libri	10.0	1.0	dev-clean	extended	deletion_errors	8.7
cer	count	libri	1.0	0.5	test-clean	final	deletion_errors	40.0
cer	mean	libri	1.0	0.5	test-clean	final	deletion_errors	13.5225
cer	std	libri	1.0	0.5	test-clean	final	deletion_errors	3.4457322172247387
cer	min	libri	1.0	0.5	test-clean	final	deletion_errors	6.4
cer	25%	libri	1.0	0.5	test-clean	final	deletion_errors	11.675
cer	50%	libri	1.0	0.5	test-clean	final	deletion_errors	13.0
cer	75%	libri	1.0	0.5	test-clean	final	deletion_errors	15.2
cer	max	libri	1.0	0.5	test-clean	final	deletion_errors	21.1
cer	count	libri	100.0	8.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	100.0	8.0	dev-clean	final	deletion_errors	13.502499999999998
cer	std	libri	100.0	8.0	dev-clean	final	deletion_errors	2.966089327285323
cer	min	libri	100.0	8.0	dev-clean	final	deletion_errors	7.9
cer	25%	libri	100.0	8.0	dev-clean	final	deletion_errors	10.6
cer	50%	libri	100.0	8.0	dev-clean	final	deletion_errors	13.8
cer	75%	libri	100.0	8.0	dev-clean	final	deletion_errors	16.2
cer	max	libri	100.0	8.0	dev-clean	final	deletion_errors	18.5
cer	count	libri	100.0	0.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	100.0	0.0	dev-clean	final	deletion_errors	2.5650000000000004
cer	std	libri	100.0	0.0	dev-clean	final	deletion_errors	1.1221659459529196
cer	min	libri	100.0	0.0	dev-clean	final	deletion_errors	1.3
cer	25%	libri	100.0	0.0	dev-clean	final	deletion_errors	1.875
cer	50%	libri	100.0	0.0	dev-clean	final	deletion_errors	2.25
cer	75%	libri	100.0	0.0	dev-clean	final	deletion_errors	3.025
cer	max	libri	100.0	0.0	dev-clean	final	deletion_errors	5.9
cer	count	libri	1.0	0.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	1.0	0.0	test-clean	final	deletion_errors	2.2075000000000005
cer	std	libri	1.0	0.0	test-clean	final	deletion_errors	0.7740627086503243
cer	min	libri	1.0	0.0	test-clean	final	deletion_errors	0.7
cer	25%	libri	1.0	0.0	test-clean	final	deletion_errors	1.7
cer	50%	libri	1.0	0.0	test-clean	final	deletion_errors	2.05
cer	75%	libri	1.0	0.0	test-clean	final	deletion_errors	2.7250000000000005
cer	max	libri	1.0	0.0	test-clean	final	deletion_errors	3.7
cer	count	libri	0.1	0.5	ood	final	deletion_errors	2958.0
cer	mean	libri	0.1	0.5	ood	final	deletion_errors	0.40841784989858027
cer	std	libri	0.1	0.5	ood	final	deletion_errors	1.5426569488380182
cer	min	libri	0.1	0.5	ood	final	deletion_errors	0.0
cer	25%	libri	0.1	0.5	ood	final	deletion_errors	0.0
cer	50%	libri	0.1	0.5	ood	final	deletion_errors	0.0
cer	75%	libri	0.1	0.5	ood	final	deletion_errors	0.0
cer	max	libri	0.1	0.5	ood	final	deletion_errors	22.2
cer	count	libri	100.0	1.0	ood	final	deletion_errors	2958.0
cer	mean	libri	100.0	1.0	ood	final	deletion_errors	11.24225828262334
cer	std	libri	100.0	1.0	ood	final	deletion_errors	8.337287393413751
cer	min	libri	100.0	1.0	ood	final	deletion_errors	0.0
cer	25%	libri	100.0	1.0	ood	final	deletion_errors	5.7
cer	50%	libri	100.0	1.0	ood	final	deletion_errors	9.55
cer	75%	libri	100.0	1.0	ood	final	deletion_errors	14.6
cer	max	libri	100.0	1.0	ood	final	deletion_errors	100.0
cer	count	libri	0.1	1.0	dev-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	1.0	dev-clean	final	deletion_errors	12.840000000000005
cer	std	libri	0.1	1.0	dev-clean	final	deletion_errors	8.959676047257227
cer	min	libri	0.1	1.0	dev-clean	final	deletion_errors	3.4
cer	25%	libri	0.1	1.0	dev-clean	final	deletion_errors	7.574999999999998
cer	50%	libri	0.1	1.0	dev-clean	final	deletion_errors	11.55
cer	75%	libri	0.1	1.0	dev-clean	final	deletion_errors	13.7
cer	max	libri	0.1	1.0	dev-clean	final	deletion_errors	55.1
cer	count	libri	0.1	0.0	ood	final	deletion_errors	2958.0
cer	mean	libri	0.1	0.0	ood	final	deletion_errors	1.230020283975659
cer	std	libri	0.1	0.0	ood	final	deletion_errors	4.8363231602925545
cer	min	libri	0.1	0.0	ood	final	deletion_errors	0.0
cer	25%	libri	0.1	0.0	ood	final	deletion_errors	0.0
cer	50%	libri	0.1	0.0	ood	final	deletion_errors	0.0
cer	75%	libri	0.1	0.0	ood	final	deletion_errors	0.0
cer	max	libri	0.1	0.0	ood	final	deletion_errors	52.0
cer	count	libri	0.1	8.0	test-clean	final	deletion_errors	40.0
cer	mean	libri	0.1	8.0	test-clean	final	deletion_errors	9.004999999999997
cer	std	libri	0.1	8.0	test-clean	final	deletion_errors	3.3615434489196114
cer	min	libri	0.1	8.0	test-clean	final	deletion_errors	2.4
cer	25%	libri	0.1	8.0	test-clean	final	deletion_errors	7.274999999999999
cer	50%	libri	0.1	8.0	test-clean	final	deletion_errors	8.8
cer	75%	libri	0.1	8.0	test-clean	final	deletion_errors	10.85
cer	max	libri	0.1	8.0	test-clean	final	deletion_errors	16.2
cer	count	libri	10.0	0.5	test-clean	final	deletion_errors	40.0
cer	mean	libri	10.0	0.5	test-clean	final	deletion_errors	4.745
