,accuracy__delta_abs__test,accuracy__delta_abs__test,accuracy__delta_abs__test,accuracy__delta_abs__test,accuracy__delta_abs__test,accuracy__delta_abs__test,accuracy__delta_abs__test,accuracy__delta_abs__test,accuracy__delta_rel__test,accuracy__delta_rel__test,accuracy__delta_rel__test,accuracy__delta_rel__test,accuracy__delta_rel__test,accuracy__delta_rel__test,accuracy__delta_rel__test,accuracy__delta_rel__test,accuracy__delta_abs__aug,accuracy__delta_abs__aug,accuracy__delta_abs__aug,accuracy__delta_abs__aug,accuracy__delta_abs__aug,accuracy__delta_abs__aug,accuracy__delta_abs__aug,accuracy__delta_abs__aug,accuracy__delta_rel__aug,accuracy__delta_rel__aug,accuracy__delta_rel__aug,accuracy__delta_rel__aug,accuracy__delta_rel__aug,accuracy__delta_rel__aug,accuracy__delta_rel__aug,accuracy__delta_rel__aug,accuracy__delta_abs__gen,accuracy__delta_abs__gen,accuracy__delta_abs__gen,accuracy__delta_abs__gen,accuracy__delta_abs__gen,accuracy__delta_abs__gen,accuracy__delta_abs__gen,accuracy__delta_abs__gen,accuracy__delta_rel__gen,accuracy__delta_rel__gen,accuracy__delta_rel__gen,accuracy__delta_rel__gen,accuracy__delta_rel__gen,accuracy__delta_rel__gen,accuracy__delta_rel__gen,accuracy__delta_rel__gen,error_rate__delta_abs__test,error_rate__delta_abs__test,error_rate__delta_abs__test,error_rate__delta_abs__test,error_rate__delta_abs__test,error_rate__delta_abs__test,error_rate__delta_abs__test,error_rate__delta_abs__test,error_rate__delta_rel__test,error_rate__delta_rel__test,error_rate__delta_rel__test,error_rate__delta_rel__test,error_rate__delta_rel__test,error_rate__delta_rel__test,error_rate__delta_rel__test,error_rate__delta_rel__test,error_rate__delta_abs__aug,error_rate__delta_abs__aug,error_rate__delta_abs__aug,error_rate__delta_abs__aug,error_rate__delta_abs__aug,error_rate__delta_abs__aug,error_rate__delta_abs__aug,error_rate__delta_abs__aug,error_rate__delta_rel__aug,error_rate__delta_rel__aug,error_rate__delta_rel__aug,error_rate__delta_rel__aug,error_rate__delta_rel__aug,error_rate__delta_rel__aug,error_rate__delta_rel__aug,error_rate__delta_rel__aug,error_rate__delta_abs__gen,error_rate__delta_abs__gen,error_rate__delta_abs__gen,error_rate__delta_abs__gen,error_rate__delta_abs__gen,error_rate__delta_abs__gen,error_rate__delta_abs__gen,error_rate__delta_abs__gen,error_rate__delta_rel__gen,error_rate__delta_rel__gen,error_rate__delta_rel__gen,error_rate__delta_rel__gen,error_rate__delta_rel__gen,error_rate__delta_rel__gen,error_rate__delta_rel__gen,error_rate__delta_rel__gen
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
test_set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev-clean,26.0,-6.650096153846164,14.01581716277665,-45.98250000000003,-5.536875000000025,-0.6475000000000009,0.8881250000000023,2.8425000000000296,26.0,-0.08618316751625953,0.16283193766404025,-0.49428825096182283,-0.08703587457429879,-0.009632760680955173,0.011535753160778848,0.06804520317383982,26.0,-6.358365384615387,13.916163712430007,-46.05499999999999,-5.414999999999994,-0.31500000000000483,1.1837499999999679,3.6575000000000273,26.0,-0.08302936812488637,0.1621911797376362,-0.4908998854158339,-0.08179204087040108,-0.007532281205165107,0.013130512960304097,0.062171209947393447,26.0,-0.1922115384615413,0.3820950974057837,-0.8149999999999977,-0.49875000000000824,-0.12624999999999886,0.13187499999998664,0.4325000000000472,26.0,-0.0039885047765232445,0.007214327143355084,-0.019096038192075938,-0.009592128121718394,-0.002728372462848616,0.0015985617726038265,0.006240249609984524,26.0,6.650096153846164,14.01581716277665,-2.8425000000000296,-0.8881250000000023,0.6475000000000009,5.536875000000025,45.98250000000003,26.0,0.5487484489656533,1.582356848468873,-0.3017585931254903,-0.0410078431080638,0.02230433831350017,0.11944683653310365,7.351318944844168,26.0,6.358365384615387,13.916163712430007,-3.6575000000000273,-1.1837499999999679,0.31500000000000483,5.414999999999994,46.05499999999999,26.0,0.5261508494736861,1.583052185309834,-0.2935705620703547,-0.061891318379248994,0.005414231694740544,0.10866402448201462,7.449251920744029,26.0,0.1922115384615413,0.3820950974057837,-0.4325000000000472,-0.13187499999998664,0.12624999999999886,0.49875000000000824,0.8149999999999977,26.0,0.0023870403910139374,0.020993935770284206,-0.034273079049189324,-0.008637283561161195,0.002354797531871333,0.00989196937390486,0.052495974235104506
ood,26.0,-14.752344489519935,12.999291676540448,-40.97042258282624,-22.296315077755274,-18.493654496281337,-3.4873956220418716,3.9737592968221165,26.0,-0.17935133993451943,0.14416094997528286,-0.4538858210467896,-0.2559336418276469,-0.1985090681058994,-0.07879046626398678,0.09554602781491023,26.0,-1.8259907941956848,6.275510855451856,-17.228803245436175,-4.026648073022342,0.0,2.633350236646436,5.321230561189921,26.0,-0.03169437002090359,0.1034880664380287,-0.2651600250293183,-0.0896512299856292,0.0,0.04201536130544474,0.11910390381413241,26.0,-8.294459874135315,10.970560333820503,-23.741619337390063,-20.835959263015617,-2.92316176470581,0.06430189317113744,7.425250169033262,26.0,-0.0921791104153731,0.13484633298029733,-0.26631117183430825,-0.22264636941836613,-0.06741866125639248,0.0011800858894385167,0.17391381119646943,26.0,14.752344489519935,12.999291676540448,-3.9737592968221165,3.4873956220418716,18.493654496281337,22.296315077755274,40.97042258282624,26.0,1.4365403817195657,1.693345719108503,-0.06803217423081864,0.06230377137483273,1.2061583587291362,2.405487343474224,6.55002759117929,26.0,1.8259907941956848,6.275510855451856,-5.321230561189921,-2.633350236646436,0.0,4.026648073022342,17.228803245436175,26.0,0.04644683710144468,0.17853709790723482,-0.17739434238701499,-0.07075027838885187,0.0,0.07497626399569103,0.5743581652203356,26.0,8.294459874135315,10.970560333820503,-7.425250169033262,-0.06430189317113744,2.92316176470581,20.835959263015617,23.741619337390063,26.0,1.0039771441581755,1.5308223910050567,-0.1295742111339894,-0.0013225241510605853,0.0539506719956699,1.577413261134095,4.456139032880076
test-clean,26.0,-6.400000000000007,14.071681154005725,-45.84750000000003,-5.383750000000012,0.0,1.019374999999986,3.1674999999999613,26.0,-0.08180045801216648,0.16351297155954794,-0.4945841965078425,-0.07334345950644804,0.0,0.011092666581755874,0.0708704015388314,26.0,-6.400000000000007,14.071681154005725,-45.84750000000003,-5.383750000000012,0.0,1.019374999999986,3.1674999999999613,26.0,-0.08180045801216648,0.16351297155954794,-0.4945841965078425,-0.07334345950644804,0.0,0.011092666581755874,0.0708704015388314,26.0,0.057884615384615756,0.20449412254108112,0.0,0.0,0.0,0.0,0.757499999999979,26.0,0.0006756612587375144,0.0023869826500260215,0.0,0.0,0.0,0.0,0.008848771825984383,26.0,6.400000000000007,14.071681154005725,-3.1674999999999613,-1.019374999999986,0.0,5.383750000000012,45.84750000000003,26.0,0.5409921560712861,1.580693785260331,-0.2769784172661842,-0.04988372424813149,0.0,0.10908768552758243,7.329736211031219,26.0,6.400000000000007,14.071681154005725,-3.1674999999999613,-1.019374999999986,0.0,5.383750000000012,45.84750000000003,26.0,0.5409921560712861,1.580693785260331,-0.2769784172661842,-0.04988372424813149,0.0,0.10908768552758243,7.329736211031219,26.0,-0.057884615384615756,0.20449412254108112,-0.757499999999979,0.0,0.0,0.0,0.0,26.0,-0.004073324622314339,0.014453889660717723,-0.05775829203202269,0.0,0.0,0.0,0.0
