train_size,metric,growth_factor,test_set,run,accuracy,error_rate,error_rate__baseline__aug,accuracy__baseline__aug,error_rate__baseline__test,accuracy__baseline__test,error_rate__baseline__gen,accuracy__baseline__gen,error_rate__delta_abs__aug,error_rate__delta_rel__aug,accuracy__delta_abs__aug,accuracy__delta_rel__aug,error_rate__delta_abs__test,error_rate__delta_rel__test,accuracy__delta_abs__test,accuracy__delta_rel__test,error_rate__delta_abs__gen,error_rate__delta_rel__gen,accuracy__delta_abs__gen,accuracy__delta_rel__gen
100.0,cer,0.5,dev-clean,final,95.02749999999996,4.972500000000039,6.1825000000000045,93.8175,6.254999999999967,93.74500000000003,5.144999999999996,94.855,-1.2099999999999653,-0.19571370804690083,1.2099999999999653,0.012897380552668376,-1.2824999999999278,-0.20503597122301112,1.2824999999999278,0.0136807296389133,-0.1724999999999568,-0.03352769679299455,0.1724999999999568,0.0018185651784297801
100.0,cer,0.5,ood,final,73.70030425963478,26.299695740365223,29.99661933739003,70.00338066260997,6.254999999999967,93.74500000000003,5.144999999999996,94.855,-3.6969235970248064,-0.12324467485629903,3.6969235970248064,0.05281064374365848,20.044695740365256,3.204587648339786,-20.044695740365256,-0.21382149171012052,21.154695740365227,4.111699852354761,-21.154695740365227,-0.2230214088910993
100.0,cer,0.5,test-clean,final,94.855,5.144999999999996,6.254999999999967,93.74500000000003,6.254999999999967,93.74500000000003,5.144999999999996,94.855,-1.109999999999971,-0.17745803357313777,1.109999999999971,0.011840631500346371,-1.109999999999971,-0.17745803357313777,1.109999999999971,0.011840631500346371,0.0,0.0,0.0,0.0
100.0,cer,1.0,dev-clean,final,95.425,4.575000000000003,6.1825000000000045,93.8175,6.254999999999967,93.74500000000003,4.640000000000001,95.36,-1.6075000000000017,-0.2600080873433078,1.6075000000000017,0.01713432994910333,-1.6799999999999642,-0.2685851318944801,1.6799999999999642,0.017920955784308107,-0.06499999999999773,-0.01400862068965468,0.06499999999999773,0.0006816275167784996
100.0,cer,1.0,ood,final,74.94692359702508,25.053076402974924,29.99661933739003,70.00338066260997,6.254999999999967,93.74500000000003,4.640000000000001,95.36,-4.943542934415106,-0.16480333596303315,4.943542934415106,0.07061863138069185,18.798076402974957,3.0052879940807444,-18.798076402974957,-0.20052350955224224,20.413076402974923,4.39936991443425,-20.413076402974923,-0.21406330120569342
100.0,cer,1.0,test-clean,final,95.36,4.640000000000001,6.254999999999967,93.74500000000003,6.254999999999967,93.74500000000003,4.640000000000001,95.36,-1.6149999999999665,-0.25819344524380095,1.6149999999999665,0.017227585471224768,-1.6149999999999665,-0.25819344524380095,1.6149999999999665,0.017227585471224768,0.0,0.0,0.0,0.0
100.0,cer,2.0,dev-clean,final,95.63249999999996,4.367500000000035,6.1825000000000045,93.8175,6.254999999999967,93.74500000000003,4.522499999999994,95.4775,-1.8149999999999693,-0.2935705620703547,1.8149999999999693,0.01934607082900279,-1.8874999999999318,-0.3017585931254903,1.8874999999999318,0.02013440716838158,-0.1549999999999585,-0.034273079049189324,0.1549999999999585,0.0016234191301611218
100.0,cer,2.0,ood,final,75.32461122379989,24.67538877620011,29.99661933739003,70.00338066260997,6.254999999999967,93.74500000000003,4.522499999999994,95.4775,-5.321230561189921,-0.17739434238701499,5.321230561189921,0.07601390834017369,18.42038877620014,2.9449062791687033,-18.42038877620014,-0.1964946266595566,20.152888776200115,4.456139032880076,-20.152888776200115,-0.2110747430148476
100.0,cer,2.0,test-clean,final,95.4775,4.522499999999994,6.254999999999967,93.74500000000003,6.254999999999967,93.74500000000003,4.522499999999994,95.4775,-1.7324999999999733,-0.2769784172661842,1.7324999999999733,0.018480985652567845,-1.7324999999999733,-0.2769784172661842,1.7324999999999733,0.018480985652567845,0.0,0.0,0.0,0.0
100.0,cer,8.0,dev-clean,final,47.7625,52.2375,6.1825000000000045,93.8175,6.254999999999967,93.74500000000003,52.1025,47.8975,46.05499999999999,7.449251920744029,-46.05499999999999,-0.4908998854158339,45.98250000000003,7.351318944844168,-45.98250000000003,-0.490506160328551,0.134999999999998,0.0025910464948898423,-0.134999999999998,-0.0028185187118325177
100.0,cer,8.0,ood,final,52.774577417173795,47.225422582826205,29.99661933739003,70.00338066260997,6.254999999999967,93.74500000000003,52.1025,47.8975,17.228803245436175,0.5743581652203356,-17.228803245436175,-0.246113874535182,40.97042258282624,6.55002759117929,-40.97042258282624,-0.43704114974479946,-4.877077417173794,-0.09360543960796112,4.877077417173794,0.10182321451378035
100.0,cer,8.0,test-clean,final,47.8975,52.1025,6.254999999999967,93.74500000000003,6.254999999999967,93.74500000000003,52.1025,47.8975,45.84750000000003,7.329736211031219,-45.84750000000003,-0.4890660835244548,45.84750000000003,7.329736211031219,-45.84750000000003,-0.4890660835244548,0.0,0.0,0.0,0.0
