train_size,metric,growth_factor,test_set,run,accuracy,error_rate,error_rate__baseline__aug,accuracy__baseline__aug,error_rate__baseline__test,accuracy__baseline__test,error_rate__baseline__gen,accuracy__baseline__gen,error_rate__delta_abs__aug,error_rate__delta_rel__aug,accuracy__delta_abs__aug,accuracy__delta_rel__aug,error_rate__delta_abs__test,error_rate__delta_rel__test,accuracy__delta_abs__test,accuracy__delta_rel__test,error_rate__delta_abs__gen,error_rate__delta_rel__gen,accuracy__delta_abs__gen,accuracy__delta_rel__gen
0.1,wer,-1.0,dev-clean,final,6.8125,93.1875,93.6525,6.3474999999999975,93.3825,6.6175000000000015,92.9,7.1,-0.4650000000000034,-0.0049651637703211704,0.4650000000000025,0.07325718786924028,-0.19499999999999318,-0.0020881856878964817,0.1949999999999985,0.029467321496033014,0.2874999999999943,0.0030947255113024145,-0.28749999999999964,-0.040492957746478826
0.1,wer,-1.0,ood,final,6.177991886409745,93.82200811359026,94.84810682893844,5.151893171061563,93.3825,6.6175000000000015,92.9,7.1,-1.0260987153481835,-0.010818336281595847,1.0260987153481818,0.19916925318091389,0.4395081135902643,0.004706536166736427,-0.4395081135902563,-0.06641603529886758,0.9220081135902518,0.009924737498280429,-0.9220081135902545,-0.12986029768876825
0.1,wer,-1.0,test-clean,final,7.1,92.9,93.3825,6.6175000000000015,93.3825,6.6175000000000015,92.9,7.1,-0.4824999999999875,-0.005166920996974674,0.48249999999999815,0.07291273139403068,-0.4824999999999875,-0.005166920996974674,0.48249999999999815,0.07291273139403068,0.0,0.0,0.0,0.0
0.1,wer,0.0,dev-clean,final,6.3474999999999975,93.6525,93.6525,6.3474999999999975,93.3825,6.6175000000000015,93.3825,6.6175000000000015,0.0,0.0,0.0,0.0,0.27000000000001023,0.002891334029395339,-0.270000000000004,-0.04080090668681586,0.27000000000001023,0.002891334029395339,-0.270000000000004,-0.04080090668681586
0.1,wer,0.0,ood,final,5.151893171061563,94.84810682893844,94.84810682893844,5.151893171061563,93.3825,6.6175000000000015,93.3825,6.6175000000000015,0.0,0.0,0.0,0.0,1.4656068289384478,0.015694662586013954,-1.465606828938438,-0.22147439802620894,1.4656068289384478,0.015694662586013954,-1.465606828938438,-0.22147439802620894
0.1,wer,0.0,test-clean,final,6.6175000000000015,93.3825,93.3825,6.6175000000000015,93.3825,6.6175000000000015,93.3825,6.6175000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,wer,0.5,dev-clean,final,6.4525000000000015,93.5475,93.6525,6.3474999999999975,93.3825,6.6175000000000015,93.2925,6.7075000000000005,-0.10500000000000398,-0.0011211660126532017,0.10500000000000398,0.016541945647893505,0.16500000000000625,0.0017669263512971516,-0.16500000000000004,-0.024933887419720437,0.25499999999999545,0.0027333386928209175,-0.254999999999999,-0.03801714498695475
0.1,wer,0.5,ood,final,5.6036511156187,94.3963488843813,94.84810682893844,5.151893171061563,93.3825,6.6175000000000015,93.2925,6.7075000000000005,-0.45175794455714424,-0.004762962168258182,0.45175794455713625,0.08768775468689506,1.0138488843813036,0.01085694733361501,-1.0138488843813018,-0.15320723602286387,1.1038488843812928,0.011832128889045666,-1.1038488843813008,-0.16456934541651894
0.1,wer,0.5,test-clean,final,6.7075000000000005,93.2925,93.3825,6.6175000000000015,93.3825,6.6175000000000015,93.2925,6.7075000000000005,-0.0899999999999892,-0.0009637780097982942,0.08999999999999897,0.013600302228938262,-0.0899999999999892,-0.0009637780097982942,0.08999999999999897,0.013600302228938262,0.0,0.0,0.0,0.0
0.1,wer,1.0,dev-clean,final,6.529999999999999,93.47,93.6525,6.3474999999999975,93.3825,6.6175000000000015,93.215,6.785000000000001,-0.18250000000000455,-0.0019486933077067301,0.18250000000000188,0.028751476959433156,0.08750000000000568,0.0009370063984151816,-0.08750000000000213,-0.013222516055912672,0.25499999999999545,0.002735611221369902,-0.25500000000000167,-0.037582903463522714
0.1,wer,1.0,ood,final,5.142596348884415,94.85740365111559,94.84810682893844,5.151893171061563,93.3825,6.6175000000000015,93.215,6.785000000000001,0.009296822177148556,9.801800465997353e-05,-0.009296822177148556,-0.0018045448281748663,1.4749036511155964,0.01579421895018442,-1.4749036511155866,-0.2228792823748525,1.6424036511155862,0.017619521011806964,-1.6424036511155862,-0.2420639132078977
0.1,wer,1.0,test-clean,final,6.785000000000001,93.215,93.3825,6.6175000000000015,93.3825,6.6175000000000015,93.215,6.785000000000001,-0.16749999999998977,-0.0017936979626802642,0.16749999999999954,0.02531167359274643,-0.16749999999998977,-0.0017936979626802642,0.16749999999999954,0.02531167359274643,0.0,0.0,0.0,0.0
0.1,wer,2.0,dev-clean,final,6.3199999999999985,93.68,93.6525,6.3474999999999975,93.3825,6.6175000000000015,93.3825,6.6175000000000015,0.02750000000000341,0.00029363871759967335,-0.02749999999999897,-0.0043324143363527344,0.29750000000001364,0.0031858217546115565,-0.297500000000003,-0.04495655459010244,0.29750000000001364,0.0031858217546115565,-0.297500000000003,-0.04495655459010244
0.1,wer,2.0,ood,final,4.944421906693749,95.05557809330625,94.84810682893844,5.151893171061563,93.3825,6.6175000000000015,93.3825,6.6175000000000015,0.20747126436781116,0.0021874054349022712,-0.2074712643678147,-0.040270878583661435,1.673078093306259,0.017916398611155827,-1.6730780933062528,-0.25282630801756745,1.673078093306259,0.017916398611155827,-1.6730780933062528,-0.25282630801756745
